stname,cluster_id,utc_timestamp,utc_timestamp_s
MXI ,0,1217692527.4,1217692533.5
MXI ,0,1217693197.7,1217693201.1
MXI ,0,1217693762.0,1217693767.0
MXI ,0,1217694009.4,1217694015.5
MXI ,0,1217694850.8,1217694861.1
MXI ,0,1217695019.5,1217695026.1
MXI ,0,1217696773.4,1217696783.2
MXI ,0,1217698206.5,1217698216.1
MXI ,0,1217699547.1,1217699556.5
MXI ,0,1217700407.1,1217700414.5
MXI ,0,1217701630.0,1217701638.4
MXI ,0,1217703527.2,1217703532.4
MXI ,0,1217704513.0,1217704520.7
MXI ,0,1217706675.0,1217706684.9
MXI ,0,1217707440.6,1217707443.8
MXI ,0,1217710639.8,1217710643.2
MXI ,0,1217713073.5,1217713076.8
MXI ,0,1217713723.2,1217713726.0
MXI ,0,1217715330.1,1217715341.3
MXI ,0,1217717336.0,1217717341.0
MXI ,0,1217719125.9,1217719130.0
MXI ,0,1217719792.6,1217719799.3
MXI ,0,1217720851.7,1217720857.7
MXI ,0,1217724276.5,1217724282.2
MXI ,0,1217724628.6,1217724635.9
MXI ,0,1217727107.1,1217727116.7
MXI ,0,1217729622.4,1217729628.6
MXI ,0,1217730032.3,1217730041.9
MXI ,0,1217735994.4,1217735999.0
MXI ,0,1217737874.3,1217737877.6
MXI ,0,1217743231.2,1217743244.1
MXI ,0,1217744005.0,1217744009.3
MXI ,0,1217745335.7,1217745345.2
MXI ,0,1217745945.8,1217745958.9
MXI ,0,1217746920.8,1217746925.2
MXI ,0,1217752997.1,1217753003.2
MXI ,0,1217753983.0,1217753989.3
MXI ,0,1217755248.0,1217755253.4
MXI ,0,1217755620.3,1217755630.6
MXI ,0,1217755876.4,1217755880.6
MXI ,0,1217756390.7,1217756399.1
MXI ,0,1217757085.2,1217757093.3
MXI ,0,1217757885.9,1217757892.6
MXI ,0,1217758365.0,1217758371.9
MXI ,0,1217758723.2,1217758730.1
MXI ,0,1217760770.3,1217760779.9
MXI ,0,1217760871.8,1217760878.4
MXI ,0,1217761891.9,1217761899.3
MXI ,0,1217762751.7,1217762755.5
MXI ,0,1217763431.2,1217763438.4
MXI ,0,1217764827.2,1217764831.1
MXI ,0,1217766563.4,1217766568.7
MXI ,0,1217767273.9,1217767280.4
MXI ,0,1217768572.3,1217768578.0
MXI ,0,1217771467.1,1217771471.4
MXI ,0,1217772286.3,1217772292.8
MXI ,0,1217773146.9,1217773152.4
MXI ,0,1217774977.1,1217774982.2
MXI ,0,1217775786.1,1217775791.2
MXI ,0,1217776488.6,1217776494.8
MXI ,0,1217776918.7,1217776924.2
MXI ,0,1217778339.4,1217778347.9
MXI ,0,1217778787.6,1217778797.4
MXI ,0,1217779289.6,1217779295.0
MXI ,0,1217779620.6,1217779624.5
MXI ,0,1217779866.5,1217779871.2
MXI ,0,1217779948.9,1217779958.9
MXI ,0,1217780828.5,1217780834.7
MXI ,0,1217782044.6,1217782048.7
MXI ,0,1217782634.2,1217782641.0
MXI ,0,1217783460.0,1217783466.8
MXI ,0,1217785147.9,1217785155.2
MXI ,0,1217785944.7,1217785948.6
MXI ,0,1217786238.7,1217786243.3
MXI ,0,1217786859.8,1217786867.0
MXI ,0,1217787666.3,1217787672.3
MXI ,0,1217787896.2,1217787900.5
MXI ,0,1217790213.8,1217790219.5
MXI ,0,1217791088.5,1217791094.5
MXI ,0,1217791537.2,1217791546.1
MXI ,0,1217792339.6,1217792343.9
MXI ,0,1217792893.1,1217792903.6
MXI ,0,1217793463.1,1217793469.8
MXI ,0,1217793782.4,1217793789.2
MXI ,0,1217796021.1,1217796024.1
MXI ,0,1217797981.2,1217797987.0
MXI ,0,1217798505.6,1217798512.4
MXI ,0,1217799409.2,1217799412.3
MXI ,0,1217799820.7,1217799825.0
MXI ,0,1217803292.9,1217803302.7
MXI ,0,1217804280.1,1217804298.4
MXI ,0,1217804734.9,1217804739.4
MXI ,0,1217809175.8,1217809186.0
MXI ,0,1217809276.1,1217809281.5
MXI ,0,1217811341.0,1217811346.8
MXI ,0,1217811457.8,1217811463.0
MXI ,0,1217812498.5,1217812504.1
MXI ,0,1217812993.4,1217812999.9
MXI ,0,1217813018.7,1217813026.0
MXI ,0,1217813955.8,1217813959.9
MXI ,0,1217814711.1,1217814714.9
MXI ,0,1217814904.9,1217814915.4
MXI ,0,1217815367.2,1217815370.4
MXI ,0,1217816785.1,1217816791.2
MXI ,0,1217820282.2,1217820289.2
MXI ,0,1217822734.4,1217822744.2
MXI ,0,1217823552.0,1217823557.0
MXI ,0,1217824027.7,1217824031.9
MXI ,0,1217825708.8,1217825718.9
MXI ,0,1217826685.6,1217826696.0
MXI ,0,1217827370.3,1217827374.1
MXI ,0,1217827409.9,1217827413.7
MXI ,0,1217829530.3,1217829535.4
MXI ,0,1217832295.7,1217832297.9
MXI ,0,1217834157.1,1217834167.0
MXI ,0,1217834369.9,1217834375.9
MXI ,0,1217835127.1,1217835138.9
MXI ,0,1217835861.8,1217835865.2
MXI ,0,1217839028.8,1217839031.6
MXI ,0,1217839401.8,1217839405.8
MXI ,0,1217841514.2,1217841522.0
MXI ,0,1217841558.9,1217841566.4
MXI ,0,1217841839.3,1217841846.8
MXI ,0,1217842128.1,1217842136.1
MXI ,0,1217842496.4,1217842503.9
MXI ,0,1217842810.0,1217842817.7
MXI ,0,1217843964.3,1217843971.0
MXI ,0,1217844127.3,1217844134.0
MXI ,0,1217847232.9,1217847238.2
MXI ,0,1217856090.8,1217856095.5
MXI ,0,1217856661.6,1217856666.9
MXI ,0,1217858231.1,1217858236.1
MXI ,0,1217858529.8,1217858536.7
MXI ,0,1217859295.5,1217859305.5
MXI ,0,1217862856.4,1217862862.1
MXI ,0,1217863150.1,1217863156.4
MXI ,0,1217863651.5,1217863661.2
MXI ,0,1217865735.3,1217865741.0
MXI ,0,1217867288.4,1217867294.1
MXI ,0,1217867681.5,1217867687.0
MXI ,0,1217869345.9,1217869352.2
MXI ,0,1217869597.1,1217869601.6
MXI ,0,1217870032.5,1217870041.4
MXI ,0,1217871360.7,1217871366.5
MXI ,0,1217873755.8,1217873760.8
MXI ,0,1217874966.9,1217874974.2
MXI ,0,1217877477.2,1217877481.0
MXI ,0,1217878119.8,1217878131.0
MXI ,0,1217878358.2,1217878366.4
MXI ,0,1217879258.5,1217879262.6
MXI ,0,1217879780.6,1217879787.3
MXI ,0,1217880238.2,1217880246.6
MXI ,0,1217881510.7,1217881521.1
MXI ,0,1217881695.7,1217881702.1
MXI ,0,1217882414.8,1217882420.3
MXI ,0,1217885946.7,1217885954.7
MXI ,0,1217886373.4,1217886383.8
MXI ,0,1217886533.5,1217886543.0
MXI ,0,1217886795.1,1217886799.2
MXI ,0,1217889923.6,1217889928.3
MXI ,0,1217890387.7,1217890395.3
MXI ,0,1217892445.2,1217892450.9
MXI ,0,1217893969.2,1217893977.3
MXI ,0,1217894863.4,1217894867.4
MXI ,0,1217895421.9,1217895426.4
MXI ,0,1217896038.3,1217896042.3
MXI ,0,1217896273.3,1217896282.6
MXI ,0,1217897204.2,1217897209.4
MXI ,0,1217897585.4,1217897588.9
MXI ,0,1217899879.4,1217899882.8
MXI ,0,1217902008.8,1217902012.9
MXI ,0,1217902882.8,1217902886.4
MXI ,0,1217903879.1,1217903884.7
MXI ,0,1217904071.2,1217904079.1
MXI ,0,1217904587.0,1217904590.9
MXI ,0,1217905631.4,1217905636.8
MXI ,0,1217905890.9,1217905895.7
MXI ,0,1217907111.5,1217907120.9
MXI ,0,1217909709.9,1217909719.8
MXI ,0,1217910821.2,1217910824.9
MXI ,0,1217911437.1,1217911443.5
MXI ,0,1217914633.5,1217914641.4
MXI ,0,1217914844.8,1217914850.6
MXI ,0,1217915274.3,1217915281.1
MXI ,0,1217918558.0,1217918562.8
MXI ,0,1217919512.7,1217919523.3
MXI ,0,1217920348.6,1217920354.8
MXI ,0,1217921432.0,1217921438.3
MXI ,0,1217925609.4,1217925615.1
MXI ,0,1217928670.6,1217928678.8
MXI ,0,1217929787.6,1217929809.8
MXI ,0,1217932008.2,1217932023.7
MXI ,0,1217932397.1,1217932401.3
MXI ,0,1217934726.3,1217934731.7
MXI ,0,1217936101.5,1217936105.3
MXI ,0,1217937163.0,1217937168.5
MXI ,0,1217937293.8,1217937298.4
MXI ,0,1217939050.5,1217939056.1
MXI ,0,1217940261.7,1217940268.3
MXI ,0,1217942608.2,1217942616.0
MXI ,0,1217942823.5,1217942829.8
MXI ,0,1217943326.8,1217943333.0
MXI ,0,1217943781.1,1217943787.4
MXI ,0,1217945611.1,1217945617.4
MXI ,0,1217946481.3,1217946484.7
MXI ,0,1217946656.9,1217946662.0
MXI ,0,1217947042.9,1217947052.8
MXI ,0,1217947693.5,1217947702.9
MXI ,0,1217948217.1,1217948223.0
MXI ,0,1217949070.7,1217949075.0
MXI ,0,1217949175.2,1217949182.6
MXI ,0,1217949933.7,1217949943.7
MXI ,0,1217950482.4,1217950492.2
MXI ,0,1217951809.4,1217951818.3
MXI ,0,1217952437.2,1217952441.7
MXI ,0,1217952777.9,1217952782.8
MXI ,0,1217954468.5,1217954475.4
MXI ,0,1217957622.9,1217957629.5
MXI ,0,1217959713.6,1217959722.5
MXI ,0,1217960834.7,1217960838.9
MXI ,0,1217963098.4,1217963105.3
MXI ,0,1217964085.3,1217964099.4
MXI ,0,1217968149.5,1217968154.2
MXI ,0,1217968492.7,1217968502.2
MXI ,0,1217969553.3,1217969555.9
MXI ,0,1217970436.5,1217970440.9
MXI ,0,1217970604.4,1217970607.9
MXI ,0,1217971133.3,1217971140.0
MXI ,0,1217971389.0,1217971392.5
MXI ,0,1217972579.8,1217972581.6
MXI ,0,1217974815.5,1217974821.9
MXI ,0,1217975129.6,1217975139.9
MXI ,0,1217976562.3,1217976567.7
MXI ,0,1217978843.2,1217978847.9
MXI ,0,1217980538.2,1217980560.3
MXI ,0,1217981461.5,1217981467.1
MXI ,0,1217983347.0,1217983355.4
MXI ,0,1217985896.4,1217985903.5
MXI ,0,1217988470.2,1217988475.4
MXI ,0,1217989141.9,1217989144.9
MXI ,0,1217989359.5,1217989365.8
MXI ,0,1217995259.3,1217995264.2
MXI ,0,1217995771.7,1217995775.8
MXI ,0,1217998058.4,1217998080.7
MXI ,0,1217999709.3,1217999724.5
MXI ,0,1218001751.1,1218001761.2
MXI ,0,1218003665.9,1218003669.8
MXI ,0,1218005639.1,1218005646.3
MXI ,0,1218010030.0,1218010036.0
MXI ,0,1218011185.7,1218011192.6
MXI ,0,1218014755.0,1218014758.2
MXI ,0,1218015142.8,1218015149.8
MXI ,0,1218015952.3,1218015963.9
MXI ,0,1218016694.1,1218016698.1
MXI ,0,1218017562.4,1218017569.8
MXI ,0,1218018988.5,1218018996.4
MXI ,0,1218021242.4,1218021250.2
MXI ,0,1218022509.8,1218022514.4
MXI ,0,1218022773.2,1218022783.1
MXI ,0,1218023434.3,1218023442.8
MXI ,0,1218025853.7,1218025865.6
MXI ,0,1218028324.5,1218028328.5
MXI ,0,1218029582.3,1218029588.6
MXI ,0,1218030599.9,1218030603.9
MXI ,0,1218033025.2,1218033030.1
MXI ,0,1218033367.4,1218033370.6
MXI ,0,1218034230.4,1218034235.2
MXI ,0,1218034916.0,1218034919.5
MXI ,0,1218035126.8,1218035135.0
MXI ,0,1218035367.5,1218035376.1
MXI ,0,1218036521.5,1218036526.4
MXI ,0,1218037640.3,1218037646.4
MXI ,0,1218041876.6,1218041880.0
MXI ,0,1218042879.4,1218042884.3
MXI ,0,1218043310.5,1218043315.0
MXI ,0,1218043721.9,1218043726.6
MXI ,0,1218046835.0,1218046841.7
MXI ,0,1218047436.1,1218047443.2
MXI ,0,1218049586.4,1218049589.5
MXI ,0,1218049699.3,1218049705.1
MXI ,0,1218052461.7,1218052466.6
MXI ,0,1218052869.0,1218052878.4
MXI ,0,1218053060.3,1218053070.9
MXI ,0,1218053455.0,1218053465.8
MXI ,0,1218053796.1,1218053800.7
MXI ,0,1218054091.7,1218054098.5
MXI ,0,1218056218.0,1218056223.4
MXI ,0,1218057981.7,1218057986.3
MXI ,0,1218060907.5,1218060919.4
MXI ,0,1218061130.4,1218061136.1
MXI ,0,1218061334.2,1218061340.6
MXI ,0,1218072163.3,1218072166.7
MXI ,0,1218072655.8,1218072666.6
MXI ,0,1218073466.3,1218073469.1
MXI ,0,1218074212.1,1218074215.9
MXI ,0,1218075015.3,1218075021.3
MXI ,0,1218075983.6,1218075988.1
MXI ,0,1218076669.4,1218076674.2
MXI ,0,1218076826.3,1218076832.5
MXI ,0,1218077578.5,1218077582.3
MXI ,0,1218078170.4,1218078174.2
MXI ,0,1218078788.6,1218078791.7
MXI ,0,1218081385.1,1218081389.6
MXI ,0,1218081698.2,1218081702.2
MXI ,0,1218083587.9,1218083590.7
MXI ,0,1218086155.7,1218086162.2
MXI ,0,1218087256.2,1218087267.1
MXI ,0,1218087877.9,1218087883.6
MXI ,0,1218088546.5,1218088552.6
MXI ,0,1218088630.9,1218088635.7
MXI ,0,1218088884.0,1218088890.4
MXI ,0,1218089135.0,1218089138.2
MXI ,0,1218091457.4,1218091462.0
MXI ,0,1218094016.8,1218094021.2
MXI ,0,1218095665.2,1218095673.8
MXI ,0,1218096949.0,1218096958.7
MXI ,0,1218098085.8,1218098094.0
MXI ,0,1218100017.0,1218100020.4
MXI ,0,1218100926.4,1218100930.3
MXI ,0,1218106370.3,1218106377.2
MXI ,0,1218106796.0,1218106800.6
MXI ,0,1218109019.6,1218109024.6
MXI ,0,1218109359.6,1218109366.4
MXI ,0,1218113109.5,1218113117.0
MXI ,0,1218113908.5,1218113913.0
MXI ,0,1218114920.6,1218114924.0
MXI ,0,1218115358.1,1218115361.8
MXI ,0,1218116264.1,1218116267.4
MXI ,0,1218116336.3,1218116346.6
MXI ,0,1218120261.6,1218120271.4
MXI ,0,1218121592.3,1218121597.3
MXI ,0,1218123331.0,1218123334.9
MXI ,0,1218123801.0,1218123807.1
MXI ,0,1218124061.6,1218124071.0
MXI ,0,1218124151.6,1218124158.8
MXI ,0,1218124311.3,1218124329.2
MXI ,0,1218124531.8,1218124535.8
MXI ,0,1218126496.7,1218126500.0
MXI ,0,1218126792.2,1218126796.6
MXI ,0,1218127580.1,1218127587.6
MXI ,0,1218129476.5,1218129481.1
MXI ,0,1218132589.2,1218132595.9
MXI ,0,1218133210.6,1218133215.7
MXI ,0,1218134061.4,1218134066.2
MXI ,0,1218134529.3,1218134533.4
MXI ,0,1218135696.4,1218135701.2
MXI ,0,1218136223.0,1218136229.1
MXI ,0,1218137430.7,1218137436.8
MXI ,0,1218138103.5,1218138114.0
MXI ,0,1218138450.5,1218138456.2
MXI ,0,1218138743.1,1218138748.6
MXI ,0,1218148462.7,1218148466.6
MXI ,0,1218150134.3,1218150139.7
MXI ,0,1218151326.4,1218151331.9
MXI ,0,1218152300.8,1218152304.9
MXI ,0,1218153820.0,1218153825.5
MXI ,0,1218154892.4,1218154895.8
MXI ,0,1218155113.2,1218155120.0
MXI ,0,1218155860.3,1218155866.7
MXI ,0,1218157149.3,1218157155.6
MXI ,0,1218157740.9,1218157745.4
MXI ,0,1218162966.0,1218162972.9
MXI ,0,1218164232.8,1218164238.5
MXI ,0,1218165129.5,1218165132.5
MXI ,0,1218168004.9,1218168017.3
MXI ,0,1218170604.8,1218170610.8
MXI ,0,1218171453.6,1218171458.0
MXI ,0,1218172715.8,1218172722.0
MXI ,0,1218174795.0,1218174800.5
MXI ,0,1218176710.1,1218176713.8
MXI ,0,1218181948.9,1218181955.2
MXI ,0,1218186203.2,1218186207.6
MXI ,0,1218186336.1,1218186339.9
MXI ,0,1218187457.6,1218187460.7
MXI ,0,1218189847.5,1218189850.8
MXI ,0,1218190029.6,1218190033.2
MXI ,0,1218192298.3,1218192305.5
MXI ,0,1218192976.7,1218192983.3
MXI ,0,1218193479.0,1218193482.2
MXI ,0,1218193829.2,1218193833.7
MXI ,0,1218196919.0,1218196924.2
MXI ,0,1218197207.0,1218197215.7
MXI ,0,1218198172.1,1218198176.5
MXI ,0,1218200812.0,1218200817.5
MXI ,0,1218200919.6,1218200935.5
MXI ,0,1218201143.8,1218201147.3
MXI ,0,1218201665.0,1218201671.3
MXI ,0,1218202498.3,1218202501.4
MXI ,0,1218203233.8,1218203237.3
MXI ,0,1218203484.4,1218203503.4
MXI ,0,1218205073.4,1218205085.6
MXI ,0,1218205390.1,1218205393.3
MXI ,0,1218205884.8,1218205888.7
MXI ,0,1218206189.6,1218206195.3
MXI ,0,1218206400.5,1218206406.3
MXI ,0,1218206489.2,1218206492.5
MXI ,0,1218206917.1,1218206924.0
MXI ,0,1218207752.4,1218207756.0
MXI ,0,1218208843.7,1218208851.1
MXI ,0,1218209253.0,1218209256.5
MXI ,0,1218212624.5,1218212634.3
MXI ,0,1218212911.9,1218212917.6
MXI ,0,1218214128.5,1218214144.8
MXI ,0,1218214393.0,1218214404.9
MXI ,0,1218215199.2,1218215207.0
MXI ,0,1218217129.2,1218217149.2
MXI ,0,1218219340.4,1218219343.7
MXI ,0,1218221820.9,1218221827.0
MXI ,0,1218221997.5,1218222001.0
MXI ,0,1218222185.0,1218222191.2
MXI ,0,1218222443.4,1218222446.8
MXI ,0,1218223610.0,1218223614.4
MXI ,0,1218223957.8,1218223968.2
MXI ,0,1218224869.4,1218224873.3
MXI ,0,1218225288.6,1218225299.4
MXI ,0,1218225670.2,1218225674.9
MXI ,0,1218226766.1,1218226770.5
MXI ,0,1218227190.0,1218227200.7
MXI ,0,1218227408.0,1218227413.1
MXI ,0,1218228924.8,1218228930.8
MXI ,0,1218230320.7,1218230325.7
MXI ,0,1218231344.2,1218231349.0
MXI ,0,1218232148.0,1218232154.5
MXI ,0,1218232813.7,1218232820.5
MXI ,0,1218233062.7,1218233070.1
MXI ,0,1218233335.6,1218233339.1
MXI ,0,1218233685.2,1218233688.2
MXI ,0,1218233957.5,1218233961.8
MXI ,0,1218234311.6,1218234316.8
MXI ,0,1218237735.5,1218237741.0
MXI ,0,1218238378.5,1218238382.7
MXI ,0,1218240192.8,1218240198.2
MXI ,0,1218241098.3,1218241100.7
MXI ,0,1218241793.2,1218241801.9
MXI ,0,1218245323.3,1218245327.7
MXI ,0,1218245806.3,1218245809.2
MXI ,0,1218246425.7,1218246429.5
MXI ,0,1218247757.7,1218247760.7
MXI ,0,1218248113.7,1218248119.8
MXI ,0,1218248567.1,1218248570.8
MXI ,0,1218249051.4,1218249057.5
MXI ,0,1218249880.9,1218249887.6
MXI ,0,1218250447.8,1218250457.6
MXI ,0,1218250684.6,1218250689.0
MXI ,0,1218252305.4,1218252312.1
MXI ,0,1218252630.6,1218252635.6
MXI ,0,1218252791.1,1218252795.1
MXI ,0,1218252989.3,1218252994.1
MXI ,0,1218256545.7,1218256553.4
MXI ,0,1218257636.0,1218257640.0
MXI ,0,1218259528.4,1218259534.7
MXI ,0,1218260010.8,1218260017.0
MXI ,0,1218261416.5,1218261431.8
MXI ,0,1218261600.0,1218261607.0
MXI ,0,1218263314.2,1218263318.3
MXI ,0,1218271045.2,1218271050.4
MXI ,0,1218274506.5,1218274512.1
MXI ,0,1218277371.6,1218277374.7
MXI ,0,1218280358.7,1218280363.6
MXI ,0,1218281814.5,1218281818.9
MXI ,0,1218282914.0,1218282916.8
MXI ,0,1218283841.8,1218283846.9
MXI ,0,1218286070.4,1218286077.0
MXI ,0,1218286614.3,1218286620.2
MXI ,0,1218286837.7,1218286843.1
MXI ,0,1218287931.8,1218287938.7
MXI ,0,1218289011.6,1218289017.9
MXI ,0,1218290180.1,1218290186.6
MXI ,0,1218291291.3,1218291307.8
MXI ,0,1218291822.6,1218291827.4
MXI ,0,1218292262.2,1218292264.9
MXI ,0,1218293200.6,1218293204.8
MXI ,0,1218294844.2,1218294847.3
MXI ,0,1218296224.0,1218296231.1
MXI ,0,1218297318.5,1218297321.6
MXI ,0,1218300098.1,1218300107.9
MXI ,0,1218301231.9,1218301238.9
MXI ,0,1218303625.9,1218303633.2
MXI ,0,1218303904.5,1218303914.9
MXI ,0,1218305272.0,1218305276.8
MXI ,0,1218305425.2,1218305431.2
MXI ,0,1218306538.0,1218306541.2
MXI ,0,1218306773.6,1218306779.5
MXI ,0,1218306874.3,1218306879.1
MXI ,0,1218307143.6,1218307157.8
MXI ,0,1218309279.3,1218309287.0
MXI ,0,1218309393.8,1218309410.2
MXI ,0,1218313669.1,1218313673.6
MXI ,0,1218314453.6,1218314457.0
MXI ,0,1218315510.9,1218315516.0
MXI ,0,1218316219.1,1218316222.5
MXI ,0,1218316804.9,1218316810.3
MXI ,0,1218318443.6,1218318447.9
MXI ,0,1218318939.3,1218318942.9
MXI ,0,1218319212.3,1218319218.1
MXI ,0,1218319282.8,1218319288.8
MXI ,0,1218319808.5,1218319812.7
MXI ,0,1218321650.7,1218321657.1
MXI ,0,1218322688.1,1218322693.2
MXI ,0,1218322859.3,1218322862.2
MXI ,0,1218324867.4,1218324873.6
MXI ,0,1218327026.6,1218327030.7
MXI ,0,1218327962.4,1218327969.8
MXI ,0,1218328678.8,1218328683.7
MXI ,0,1218331617.7,1218331632.8
MXI ,0,1218332225.0,1218332230.5
MXI ,0,1218333364.3,1218333371.1
MXI ,0,1218335472.0,1218335478.4
MXI ,0,1218338171.1,1218338180.0
MXI ,0,1218340407.2,1218340415.0
MXI ,0,1218342944.7,1218342959.4
MXI ,0,1218343112.8,1218343129.4
MXI ,0,1218344149.7,1218344156.8
MXI ,0,1218344784.6,1218344788.3
MXI ,0,1218345521.6,1218345526.4
MXI ,0,1218347993.8,1218347997.3
MXI ,0,1218349126.3,1218349133.4
MXI ,0,1218350115.4,1218350121.1
MXI ,0,1218350671.1,1218350675.9
MXI ,0,1218351620.6,1218351626.1
MXI ,0,1218352389.7,1218352399.5
MXI ,0,1218352758.0,1218352762.4
MXI ,0,1218353235.5,1218353241.6
MXI ,0,1218354620.3,1218354625.5
MXI ,0,1218355152.1,1218355156.8
MXI ,0,1218357246.9,1218357251.4
MXI ,0,1218357964.0,1218357970.8
MXI ,0,1218359261.7,1218359265.0
MXI ,0,1218359506.9,1218359512.4
